filename,pos_env_climate_action,neg_env_climate_action,pos_env_energy_transition,neg_env_energy_transition,pos_env_water_stewardship,neg_env_water_stewardship,pos_env_biodiversity_nature,neg_env_biodiversity_nature,pos_env_pollution_prevention,neg_env_pollution_prevention,pos_env_circular_economy,neg_env_circular_economy,pos_env_sustainable_practices,neg_env_sustainable_practices,pos_social_diversity_inclusion,neg_social_diversity_inclusion,pos_social_workforce_development,neg_social_workforce_development,pos_social_health_safety,neg_social_health_safety,pos_social_human_rights,neg_social_human_rights,pos_social_community_engagement,neg_social_community_engagement,pos_social_customer_stakeholder,neg_social_customer_stakeholder,pos_social_financial_inclusion,neg_social_financial_inclusion,pos_gov_corporate_governance,neg_gov_corporate_governance,pos_gov_ethics_integrity,neg_gov_ethics_integrity,pos_gov_transparency_disclosure,neg_gov_transparency_disclosure,pos_gov_risk_management,neg_gov_risk_management,pos_gov_compliance_legal,neg_gov_compliance_legal,pos_gov_stakeholder_relations,neg_gov_stakeholder_relations,pos_gov_innovation_technology,neg_gov_innovation_technology,pos_gov_cybersecurity_data,neg_gov_cybersecurity_data,total_sentences,total_words,total_pos_environmental,total_neg_environmental,total_pos_social,total_neg_social,total_pos_governance,total_neg_governance,total_environmental_mentions,total_social_mentions,total_governance_mentions,total_esg_mentions,esg_pos_ratio,esg_neg_ratio,esg_tier,esg_cluster,e_score,s_score,g_score,NER_pos,NER_neg
ESG NVL 2021.txt,18,1,8,0,12,0,9,0,4,0,2,0,0,0,2,0,6,0,9,0,0,0,3,0,6,0,0,0,22,1,18,0,51,2,16,1,26,1,19,1,3,0,0,0,2810,32325,53,1,26,0,155,6,54,26,161,241,0.975103734439834,0.0248962655601659,Good,0,88.0,88.0,88.0,17.408242339893597,3.0009531992605822
ESG NVL 2022.txt,14,0,6,0,9,0,7,0,3,0,1,0,0,0,1,0,4,0,7,0,0,0,2,0,5,0,0,0,17,1,14,0,40,2,12,1,20,1,15,1,2,0,0,0,2048,23560,40,0,19,0,120,6,40,19,126,185,0.9864864864864864,0.0135135135135135,Good,0,88.0,88.0,88.0,18.009422773707772,2.2101109803889525
ESG PAN 2020.txt,9,2,3,0,5,1,4,1,2,1,1,0,0,0,1,1,3,1,5,2,0,0,2,1,4,2,0,0,12,2,9,1,26,3,8,2,13,2,10,2,2,1,0,0,2764,31813,24,5,15,7,80,13,29,22,93,144,0.8958333333333334,0.1041666666666666,Poor,1,51.5,53.1,57.2,0.16948297418330305,19.32005308033519
ESG PAN 2021.txt,9,3,3,1,5,2,4,2,2,2,1,0,0,0,1,1,3,1,5,3,0,0,2,1,4,3,0,0,12,3,9,2,26,4,8,3,13,3,10,3,2,2,0,0,2791,32121,24,10,15,9,80,20,34,24,100,158,0.8734177215189873,0.1265822784810127,Poor,1,47.6,51.8,57.2,0.0,19.442224030098934
ESG PAN 2022.txt,10,2,4,0,6,1,4,1,2,1,1,0,0,0,1,1,3,1,6,2,0,0,2,1,4,2,0,0,13,2,10,1,29,3,9,2,14,2,11,2,2,1,0,0,3074,35368,27,5,16,7,89,13,32,23,102,157,0.8980891719745223,0.1019108280254777,Poor,1,51.8,54.3,60.4,1.3549305133095668,18.01665168118232
ESG PAN 2023.txt,7,2,2,0,4,1,3,1,1,1,0,0,0,0,1,1,2,1,4,2,0,0,1,1,3,2,0,0,9,2,7,1,20,3,6,2,10,2,8,2,1,1,0,0,1492,17166,17,5,11,7,61,13,22,18,74,114,0.8684210526315789,0.131578947368421,Good,0,79.4,77.9,82.6,13.696849677948327,6.573210592407271
ESG Pan 2024.txt,16,1,6,0,10,0,7,0,3,0,1,0,0,0,2,0,5,0,8,0,0,0,3,0,6,0,0,0,18,1,15,0,41,2,13,1,21,1,16,1,2,0,0,0,4304,49537,43,1,24,0,126,6,44,24,132,200,0.9387755102040816,0.0612244897959183,Poor,1,58.5,63.1,65.0,4.529473410303249,15.141795324261762
ESG PLX 2022.txt,25,3,10,1,16,2,12,1,6,1,3,0,0,0,3,1,8,1,13,2,0,0,5,1,9,2,0,0,31,4,25,2,71,7,23,3,37,3,28,3,5,2,0,0,3855,44349,72,8,38,7,226,24,80,45,250,375,0.9173333333333332,0.0826666666666666,Excellent,3,91.8,87.9,94.1,19.279331235800225,1.4240916148994658
ESG PLX 2023.txt,21,1,8,0,13,1,10,0,5,0,2,0,0,0,2,0,6,0,10,0,0,0,4,0,7,0,0,0,25,1,20,0,57,2,18,1,29,1,21,1,4,0,0,0,2190,25205,59,2,29,0,174,6,61,29,180,270,0.9444444444444444,0.0555555555555555,Good,0,86.2,88.0,87.3,17.725361678899688,3.4264310633396446
ESG PNJ 2019.txt,15,2,6,1,10,1,7,1,4,1,2,0,0,0,2,0,5,0,8,1,0,0,3,0,6,0,0,0,19,2,15,1,43,4,14,2,22,2,17,2,3,1,0,0,2570,29562,44,6,24,1,133,14,50,25,147,222,0.927927927927928,0.072072072072072,Good,0,84.2,86.6,85.9,15.399508407938532,2.284394583770082
ESG PNJ 2020.txt,17,2,7,1,12,1,8,1,5,1,2,0,0,0,2,0,6,0,9,1,0,0,4,0,7,0,0,0,23,2,18,1,52,4,17,2,27,2,20,2,4,1,0,0,2998,34488,51,6,28,1,161,14,57,29,175,261,0.9482758620689656,0.0517241379310344,Good,0,86.1,88.0,86.6,16.032567791281263,1.9007808594095703
ESG PNJ 2021.txt,12,4,5,2,8,2,6,2,3,2,1,0,0,0,1,1,4,1,6,2,0,0,2,1,5,2,0,0,15,3,12,2,34,5,11,3,17,3,13,3,3,2,0,0,1354,15577,35,12,18,7,105,21,47,25,126,198,0.8409090909090909,0.159090909090909,Good,0,76.9,79.4,82.6,13.30879679347197,6.095900344580759
ESG PNJ 2022.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,212,0,0,0,0,3,0,0,0,3,3,1.0,0.0,Good,0,35.0,35.0,88.0,0.4136017048274925,19.364862296529193
ESG PNJ 2023.txt,17,1,7,0,11,0,8,0,4,0,2,0,0,0,2,0,6,0,9,0,0,0,3,0,6,0,0,0,22,1,18,0,50,2,16,1,25,1,19,1,3,0,0,0,1784,20534,49,1,26,0,153,6,50,26,159,235,0.9616170212765957,0.0382978723404255,Good,0,86.8,88.0,87.6,16.943505989461304,3.0951735389796724
ESG PNJ 2024.txt,22,1,9,0,14,0,10,0,5,0,3,0,0,0,3,0,8,0,13,0,0,0,4,0,8,0,0,0,28,2,22,1,64,3,20,2,32,2,24,2,4,1,0,0,3200,36827,63,1,36,0,194,11,64,36,205,305,0.9672131147540984,0.0327868852459016,Good,0,88.0,88.0,88.0,17.349157031617832,2.092365088068819
ESG PVN 2022.txt,28,2,11,1,18,1,13,1,6,1,3,0,0,0,3,0,9,0,14,0,0,0,5,0,8,0,0,0,34,2,27,1,77,4,25,2,40,2,30,2,5,1,0,0,4219,48517,79,6,39,0,238,14,85,39,252,376,0.9473684210526316,0.0526315789473684,Excellent,3,95.0,88.0,95.0,19.802268133329342,0.33868576623510993
ESG PVN 2023.txt,23,3,9,1,15,2,11,1,5,1,2,0,0,0,2,1,7,1,12,1,0,0,4,1,7,1,0,0,29,3,23,2,66,5,21,3,34,3,26,3,4,2,0,0,3651,41979,65,8,32,5,203,21,73,37,224,334,0.9161676646706588,0.0838323353293413,Poor,1,54.8,57.7,61.1,2.6732462862080397,17.15734574030012
ESG SAB 2024.txt,20,1,8,0,13,0,9,0,4,0,2,0,0,0,2,0,6,0,10,0,0,0,4,0,7,0,0,0,24,1,19,0,54,2,17,1,27,1,20,1,3,0,0,0,3025,34806,56,1,29,0,164,6,57,29,170,256,0.9141541038525132,0.0858458961474868,Good,0,83.9,88.0,87.3,18.188313776553418,3.3982321145646255
ESG TCB 2024.txt,17,0,7,0,11,0,8,0,4,0,2,0,0,0,2,0,6,0,9,0,0,0,3,0,6,0,0,0,21,1,17,0,48,2,15,1,24,1,18,1,3,0,0,0,1784,20534,49,0,26,0,146,6,49,26,152,227,0.9647577092511012,0.0352422907488986,Good,0,88.0,88.0,87.6,17.36312756192504,2.1354756155488315
ESG TRA 2019.txt,19,1,8,0,12,0,9,0,4,0,2,0,0,0,2,0,6,0,10,0,0,0,4,0,7,0,0,0,23,1,19,0,53,2,17,1,27,1,20,1,4,0,0,0,2849,32790,54,1,29,0,163,6,55,29,169,253,0.9445946188340808,0.0554053811659192,Good,0,86.1,88.0,87.3,17.217329000652,2.3252771452001806
ESG Vingroup 2022.txt,35,2,14,1,23,1,17,1,8,1,4,0,0,0,4,0,12,0,19,0,0,0,7,0,14,0,0,0,51,3,41,1,117,6,38,2,60,2,46,2,7,1,0,0,5651,65046,101,6,56,0,360,17,107,56,377,540,0.9601851851851853,0.0398148148148148,Excellent,3,95.0,88.0,95.0,18.80856226379847,0.4402522457900593
ESG Vingroup 2023.txt,33,2,13,1,21,1,16,1,7,1,3,0,0,0,3,0,11,0,17,0,0,0,6,0,13,0,0,0,48,3,38,1,110,6,36,2,56,2,43,2,6,1,0,0,8053,92661,93,6,50,0,341,17,99,50,358,507,0.9507669616519177,0.0492330483480825,Fair,2,73.3,74.6,73.5,10.267741320902665,9.562750169556692
ESG VNM 2021.txt,30,2,12,1,19,1,14,1,7,1,3,0,0,0,3,0,10,0,16,0,0,0,6,0,12,0,0,0,45,3,36,1,102,5,33,2,52,2,40,2,6,1,0,0,5470,62962,85,6,47,0,314,16,91,47,330,468,0.9444444444444444,0.0555555555555555,Excellent,3,95.0,88.0,95.0,20.0,0.5295102533326075
ESG VNM 2022.txt,22,3,8,1,14,2,10,2,5,2,2,0,0,0,2,1,7,1,11,2,0,0,4,1,8,2,0,0,30,4,24,3,68,7,22,4,35,4,27,4,4,3,0,0,3236,37219,61,10,32,7,210,29,71,39,239,349,0.8937825072046109,0.106217492795389,Poor,1,50.8,53.1,60.4,1.6441974952243381,19.344496002726725
ESG VNM 2023.txt,38,1,15,0,24,0,17,0,9,0,4,0,0,0,4,0,13,0,21,0,0,0,8,0,16,0,0,0,54,2,43,1,123,4,40,2,63,2,48,2,7,1,0,0,6628,76244,107,1,62,0,378,14,108,62,392,562,0.9446619217081852,0.0553380782918149,Excellent,3,95.0,88.0,95.0,19.516991540771635,0.6145064890909226
ESG VNM 2024.txt,32,2,13,1,20,1,15,1,8,1,3,0,0,0,3,0,11,0,18,0,0,0,7,0,14,0,0,0,48,3,38,1,109,5,35,2,56,2,42,2,6,1,0,0,5088,58565,91,6,53,0,344,16,97,53,360,510,0.9353846153846154,0.0646153846153846,Excellent,3,95.0,88.0,95.0,19.73346423218581,0.45901101063110794
AR BBC 2023.txt,2,1,0,0,11,0,11,0,2,1,4,0,0,1,0,0,2,0,8,2,0,0,2,0,5,2,0,0,35,10,16,1,103,15,5,4,22,5,22,3,38,19,1,2,3932,50301,30,3,17,4,242,59,33,21,301,355,0.8140845070422535,0.1859154929577464,Fair,2,70.6,65.6,66.4,7.637161069226702,12.441997089785668
AR BBC 2024.txt,6,3,1,0,21,2,14,3,2,0,5,0,0,0,0,0,9,1,17,1,0,0,5,0,14,2,0,0,93,10,69,0,218,10,16,5,57,3,73,4,33,11,0,0,5326,78698,49,8,45,4,559,43,57,49,602,708,0.9223163841807908,0.077683615819209,Fair,2,68.1,71.0,73.0,8.667240351368475,10.217475147951301
AR BID 2024.txt,42,3,21,0,26,5,12,0,11,3,4,0,0,0,3,0,29,0,56,4,0,0,24,2,22,4,1,0,77,4,52,1,195,9,55,4,163,0,56,1,2,0,0,0,6336,81127,116,11,135,10,600,19,127,145,619,891,0.9551285984556308,0.044871401544369,Poor,1,59.7,60.9,65.0,4.977502574757265,15.460873745824925
AR DPM 2023.txt,14,1,0,0,14,1,2,0,7,1,2,0,0,0,0,0,5,0,12,0,0,0,3,0,6,0,0,0,77,3,77,2,189,4,46,2,75,2,41,1,0,0,0,0,3784,47086,39,3,26,0,505,14,42,26,519,587,0.97106470328802,0.02893529671198,Fair,2,71.6,75.0,75.0,10.718233445703932,9.520377279226746
AR DPM 2024.txt,36,1,18,0,27,0,19,1,9,0,3,0,0,0,6,0,9,0,19,1,0,0,6,0,6,1,0,0,95,13,83,4,216,22,59,10,79,8,86,15,0,0,0,0,5825,74648,112,2,46,2,618,72,114,48,690,852,0.9108450704225352,0.0891549295774647,Fair,2,74.5,73.1,71.8,10.27840093785239,10.637480128277609
AR HSG 2024.txt,17,0,9,0,14,1,21,0,8,1,3,0,0,0,3,0,8,0,11,1,0,0,5,0,5,0,0,0,78,5,62,3,158,8,66,5,95,8,58,4,1,0,0,0,3989,46781,72,2,32,1,518,33,74,33,551,658,0.9543781094527364,0.0456218905472636,Fair,2,71.5,72.1,75.0,9.921852315157885,9.618041243512716
AR SAB 2021.txt,25,1,12,1,18,0,16,1,5,0,1,0,0,0,3,0,12,0,21,1,0,0,5,0,10,0,0,0,80,6,64,2,175,12,54,7,82,2,63,8,2,1,0,0,4226,51746,77,3,51,1,520,38,80,52,558,690,0.9231884057971014,0.0768115942028985,Fair,2,74.1,75.0,72.4,10.887534266417113,9.896470001366392
AR SAB 2022.txt,23,2,10,0,18,1,18,1,4,0,1,0,0,0,2,0,10,0,18,1,0,0,6,0,8,0,0,0,81,7,68,2,181,12,51,4,80,3,63,7,3,3,0,0,4370,53484,74,4,44,1,527,38,78,45,565,688,0.9261627906976744,0.0738372093023255,Fair,2,72.0,71.6,73.0,10.11443717971311,9.557165848017503
AR SAB 2023.txt,23,2,11,0,17,1,18,1,4,0,1,0,0,0,2,0,11,0,21,1,0,0,7,0,9,0,0,0,82,6,68,2,184,14,55,5,82,3,65,7,3,3,0,0,4584,56029,74,4,50,1,539,39,78,51,578,707,0.9368870292887028,0.063112970711297,Fair,2,72.0,75.0,73.5,10.66554861341571,9.463794381873896
AR SCB 2024.txt,33,2,10,0,20,1,16,2,8,1,2,0,0,0,5,0,17,0,26,2,0,0,8,0,9,1,0,0,95,11,75,3,201,16,56,7,84,6,69,8,2,3,0,0,5597,67887,89,6,65,3,582,54,95,68,636,799,0.8535669586983102,0.1464330413016898,Fair,2,72.4,73.5,68.6,9.29035668577552,10.086239868776895
AR TCM 2023.txt,25,0,7,0,11,0,13,0,8,0,0,0,0,0,1,0,4,0,5,0,0,0,2,0,1,0,0,0,58,6,37,0,104,11,26,2,47,2,37,2,0,0,0,0,2565,29717,64,0,13,0,309,23,64,13,332,409,0.857455012853471,0.1425449871465295,Fair,2,70.8,57.3,69.3,6.535383671003104,13.620751158923374
AR TRA 2024.txt,24,2,9,0,18,1,16,1,5,0,1,0,0,0,3,0,11,0,20,1,0,0,6,0,9,0,0,0,81,7,67,2,179,13,53,5,81,3,63,8,3,3,0,0,4677,56986,73,4,49,1,520,38,77,50,558,685,0.9388321167883212,0.0611678832116788,Fair,2,72.4,74.2,73.5,9.485428384800851,10.13432426196298
AR VinGroup 2024.txt,42,4,18,1,31,3,25,2,12,1,5,0,0,0,7,1,18,1,33,3,0,0,9,1,11,2,0,0,163,21,125,7,346,24,91,11,137,10,111,13,2,2,0,0,9207,116536,133,11,78,8,975,88,144,86,1063,1293,0.9230085306737132,0.0769914693262866,Fair,2,72.6,70.7,72.7,9.387284486299722,10.127798716226156
ESG ACB 2022.txt,11,1,5,0,8,0,6,0,3,0,1,0,0,0,1,0,4,0,7,0,0,0,3,0,5,0,0,0,16,1,13,0,37,2,12,1,20,1,15,1,2,0,0,0,1315,15064,34,1,20,0,115,6,35,20,121,176,0.9329545454545454,0.0670454545454545,Good,0,85.3,85.3,87.3,16.851648796458754,2.542572174775695
ESG ACB 2023.txt,27,2,12,1,18,1,13,0,6,0,2,0,0,0,3,0,10,0,16,0,0,0,7,0,12,0,0,0,40,2,32,1,95,5,30,3,48,3,37,3,4,1,0,0,3232,37202,78,4,48,0,286,17,82,48,303,433,0.9436950146627566,0.0563049853372434,Good,0,85.6,87.3,87.6,16.567401765036617,3.1524396438572153
ESG ACB 2024.txt,35,1,15,0,22,1,16,0,7,0,3,0,0,0,4,0,12,0,19,0,0,0,8,0,14,0,0,0,50,3,40,1,118,6,37,4,59,4,46,4,6,2,0,0,4033,46451,98,2,57,0,356,24,100,57,380,537,0.9776722689075632,0.0223277310924369,Good,0,88.0,87.3,88.0,17.396239294600132,2.983567732900469
ESG BID 2023.txt,36,2,15,1,23,1,17,0,8,0,4,0,0,0,5,0,13,0,20,0,0,0,9,0,15,0,0,0,52,3,42,1,123,7,38,4,61,4,48,4,7,2,0,0,4388,50566,103,4,62,0,371,25,107,62,396,565,0.9672566371681416,0.0327433628318584,Good,0,88.0,87.3,88.0,17.499296449884742,1.7438374579681535
ESG CTR 2024.txt,10,2,4,0,6,0,5,0,2,0,1,0,0,0,1,0,3,0,5,0,0,0,2,0,4,0,0,0,14,1,11,0,32,2,10,1,18,1,13,1,2,0,0,0,1257,14434,28,2,15,0,100,6,30,15,106,151,0.9298013245033112,0.0701986754966887,Good,0,84.7,85.3,87.3,17.833467008399325,2.39275832462777
ESG FPT 2023.txt,17,0,7,0,11,0,9,0,4,0,2,0,0,0,2,0,6,0,10,0,0,0,4,0,7,0,0,0,21,1,17,0,49,2,15,1,24,1,18,1,3,0,0,0,2581,29699,50,0,29,0,147,6,50,29,153,232,0.9827586206896552,0.0172413793103448,Good,0,88.0,88.0,88.0,17.727197201682717,2.7356958994995684
ESG FPT 2024.txt,20,0,8,0,13,0,11,0,5,0,2,0,0,0,2,0,7,0,12,0,0,0,5,0,8,0,0,0,25,1,20,0,58,2,18,1,29,1,21,1,4,0,0,0,3012,34681,59,0,34,0,175,6,59,34,181,274,0.9866666666666668,0.0133333333333333,Good,0,88.0,88.0,88.0,18.38707217913311,1.6369795169004315
ESG GCF 2024.txt,21,1,9,0,14,1,10,0,5,0,2,0,0,0,2,0,8,0,13,0,0,0,5,0,9,0,0,0,27,2,22,1,62,3,19,2,31,2,23,2,3,1,0,0,3335,38361,61,2,37,0,187,13,63,37,200,300,0.9333333333333332,0.0666666666666666,Good,0,86.6,88.0,87.3,15.914267953378742,2.2474395006104873
ESG Home-Credit 2022.txt,15,3,6,1,9,1,7,1,3,1,1,0,0,0,2,1,5,1,8,2,0,0,3,1,6,2,0,0,19,3,15,1,44,5,14,2,22,2,17,2,3,1,0,0,2696,31010,41,7,24,7,134,16,48,31,150,229,0.875816993464052,0.1241830065359477,Good,0,80.3,78.2,86.6,15.174769753225023,5.803587099562247
ESG Miza 2022.txt,5,1,2,0,3,0,2,0,1,0,0,0,0,0,1,0,2,0,3,0,0,0,1,0,2,0,0,0,7,1,6,0,17,2,5,1,8,1,6,1,1,0,0,0,856,9848,13,1,9,0,50,6,14,9,56,79,0.8455696202531646,0.1544303797468354,Good,0,77.9,85.3,85.3,15.338021643833628,5.725097046521763
ESG NVL 2021.txt,18,1,8,0,12,0,9,0,4,0,2,0,0,0,2,0,6,0,9,0,0,0,3,0,6,0,0,0,22,1,18,0,51,2,16,1,26,1,19,1,3,0,0,0,2810,32325,53,1,26,0,155,6,54,26,161,241,0.975103734439834,0.0248962655601659,Good,0,88.0,88.0,88.0,16.937065845455706,2.7300472195269525
ESG NVL 2022.txt,14,0,6,0,9,0,7,0,3,0,1,0,0,0,1,0,4,0,7,0,0,0,2,0,5,0,0,0,17,1,14,0,40,2,12,1,20,1,15,1,2,0,0,0,2048,23560,40,0,19,0,120,6,40,19,126,185,0.9864864864864864,0.0135135135135135,Good,0,88.0,88.0,88.0,18.68821335565828,1.7309466845864638
ESG PAN 2020.txt,9,2,3,0,5,1,4,1,2,1,1,0,0,0,1,1,3,1,5,2,0,0,2,1,4,2,0,0,12,2,9,1,26,3,8,2,13,2,10,2,2,1,0,0,2764,31813,24,5,15,7,80,13,29,22,93,144,0.8958333333333334,0.1041666666666666,Poor,1,51.5,53.1,57.2,0.412532431103371,19.43569588533939
ESG PAN 2021.txt,9,3,3,1,5,2,4,2,2,2,1,0,0,0,1,1,3,1,5,3,0,0,2,1,4,3,0,0,12,3,9,2,26,4,8,3,13,3,10,3,2,2,0,0,2791,32121,24,10,15,9,80,20,34,24,100,158,0.8734177215189873,0.1265822784810127,Poor,1,47.6,51.8,57.2,0.17753342448757545,20.0
ESG PAN 2022.txt,10,2,4,0,6,1,4,1,2,1,1,0,0,0,1,1,3,1,6,2,0,0,2,1,4,2,0,0,13,2,10,1,29,3,9,2,14,2,11,2,2,1,0,0,3074,35368,27,5,16,7,89,13,32,23,102,157,0.8980891719745223,0.1019108280254777,Poor,1,51.8,54.3,60.4,0.8716217293258075,18.210445646205805
ESG PAN 2023.txt,7,2,2,0,4,1,3,1,1,1,0,0,0,0,1,1,2,1,4,2,0,0,1,1,3,2,0,0,9,2,7,1,20,3,6,2,10,2,8,2,1,1,0,0,1492,17166,17,5,11,7,61,13,22,18,74,114,0.8684210526315789,0.131578947368421,Good,0,79.4,77.9,82.6,13.957874293214081,6.629755735891546
ESG Pan 2024.txt,16,1,6,0,10,0,7,0,3,0,1,0,0,0,2,0,5,0,8,0,0,0,3,0,6,0,0,0,18,1,15,0,41,2,13,1,21,1,16,1,2,0,0,0,4304,49537,43,1,24,0,126,6,44,24,132,200,0.9387755102040816,0.0612244897959183,Poor,1,58.5,63.1,65.0,4.45017320238061,15.051143944538873
ESG PLX 2022.txt,25,3,10,1,16,2,12,1,6,1,3,0,0,0,3,1,8,1,13,2,0,0,5,1,9,2,0,0,31,4,25,2,71,7,23,3,37,3,28,3,5,2,0,0,3855,44349,72,8,38,7,226,24,80,45,250,375,0.9173333333333332,0.0826666666666666,Excellent,3,91.8,87.9,94.1,19.007688713196384,2.3096646166207115
ESG PLX 2023.txt,21,1,8,0,13,1,10,0,5,0,2,0,0,0,2,0,6,0,10,0,0,0,4,0,7,0,0,0,25,1,20,0,57,2,18,1,29,1,21,1,4,0,0,0,2190,25205,59,2,29,0,174,6,61,29,180,270,0.9444444444444444,0.0555555555555555,Good,0,86.2,88.0,87.3,17.465570063502536,2.4529089653689566
ESG PNJ 2019.txt,15,2,6,1,10,1,7,1,4,1,2,0,0,0,2,0,5,0,8,1,0,0,3,0,6,0,0,0,19,2,15,1,43,4,14,2,22,2,17,2,3,1,0,0,2570,29562,44,6,24,1,133,14,50,25,147,222,0.927927927927928,0.072072072072072,Good,0,84.2,86.6,85.9,15.937887913201862,2.647976447326913
ESG PNJ 2020.txt,17,2,7,1,12,1,8,1,5,1,2,0,0,0,2,0,6,0,9,1,0,0,4,0,7,0,0,0,23,2,18,1,52,4,17,2,27,2,20,2,4,1,0,0,2998,34488,51,6,28,1,161,14,57,29,175,261,0.9482758620689656,0.0517241379310344,Good,0,86.1,88.0,86.6,16.031631398149596,2.6952632600823336
ESG PNJ 2021.txt,12,4,5,2,8,2,6,2,3,2,1,0,0,0,1,1,4,1,6,2,0,0,2,1,5,2,0,0,15,3,12,2,34,5,11,3,17,3,13,3,3,2,0,0,1354,15577,35,12,18,7,105,21,47,25,126,198,0.8409090909090909,0.159090909090909,Good,0,76.9,79.4,82.6,13.499034395825458,7.351502342021022
ESG PNJ 2022.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,212,0,0,0,0,3,0,0,0,3,3,1.0,0.0,Good,0,35.0,35.0,88.0,0.5287811525478251,18.637634746102016
ESG PNJ 2023.txt,17,1,7,0,11,0,8,0,4,0,2,0,0,0,2,0,6,0,9,0,0,0,3,0,6,0,0,0,22,1,18,0,50,2,16,1,25,1,19,1,3,0,0,0,1784,20534,49,1,26,0,153,6,50,26,159,235,0.9616170212765957,0.0382978723404255,Good,0,86.8,88.0,87.6,16.794476140895988,3.9481991552822144
ESG PNJ 2024.txt,22,1,9,0,14,0,10,0,5,0,3,0,0,0,3,0,8,0,13,0,0,0,4,0,8,0,0,0,28,2,22,1,64,3,20,2,32,2,24,2,4,1,0,0,3200,36827,63,1,36,0,194,11,64,36,205,305,0.9672131147540984,0.0327868852459016,Good,0,88.0,88.0,88.0,17.60842408608466,2.4550450655140423
ESG PVN 2022.txt,28,2,11,1,18,1,13,1,6,1,3,0,0,0,3,0,9,0,14,0,0,0,5,0,8,0,0,0,34,2,27,1,77,4,25,2,40,2,30,2,5,1,0,0,4219,48517,79,6,39,0,238,14,85,39,252,376,0.9473684210526316,0.0526315789473684,Excellent,3,95.0,88.0,95.0,19.579575282409145,0.07534717765422581
ESG PVN 2023.txt,23,3,9,1,15,2,11,1,5,1,2,0,0,0,2,1,7,1,12,1,0,0,4,1,7,1,0,0,29,3,23,2,66,5,21,3,34,3,26,3,4,2,0,0,3651,41979,65,8,32,5,203,21,73,37,224,334,0.9161676646706588,0.0838323353293413,Poor,1,54.8,57.7,61.1,2.0906376367325055,17.342073841874527
ESG SAB 2024.txt,20,1,8,0,13,0,9,0,4,0,2,0,0,0,2,0,6,0,10,0,0,0,4,0,7,0,0,0,24,1,19,0,54,2,17,1,27,1,20,1,3,0,0,0,3025,34806,56,1,29,0,164,6,57,29,170,256,0.9141541038525132,0.0858458961474868,Good,0,83.9,88.0,87.3,17.69090176731056,3.5318820179521797
ESG TCB 2024.txt,17,0,7,0,11,0,8,0,4,0,2,0,0,0,2,0,6,0,9,0,0,0,3,0,6,0,0,0,21,1,17,0,48,2,15,1,24,1,18,1,3,0,0,0,1784,20534,49,0,26,0,146,6,49,26,152,227,0.9647577092511012,0.0352422907488986,Good,0,88.0,88.0,87.6,17.665078386349464,2.2870144841276456
ESG TRA 2019.txt,19,1,8,0,12,0,9,0,4,0,2,0,0,0,2,0,6,0,10,0,0,0,4,0,7,0,0,0,23,1,19,0,53,2,17,1,27,1,20,1,4,0,0,0,2849,32790,54,1,29,0,163,6,55,29,169,253,0.9445946188340808,0.0554053811659192,Good,0,86.1,88.0,87.3,17.248533441823326,2.8267923752752515
ESG Vingroup 2022.txt,35,2,14,1,23,1,17,1,8,1,4,0,0,0,4,0,12,0,19,0,0,0,7,0,14,0,0,0,51,3,41,1,117,6,38,2,60,2,46,2,7,1,0,0,5651,65046,101,6,56,0,360,17,107,56,377,540,0.9601851851851853,0.0398148148148148,Excellent,3,95.0,88.0,95.0,18.745241673415347,0.0
ESG Vingroup 2023.txt,33,2,13,1,21,1,16,1,7,1,3,0,0,0,3,0,11,0,17,0,0,0,6,0,13,0,0,0,48,3,38,1,110,6,36,2,56,2,43,2,6,1,0,0,8053,92661,93,6,50,0,341,17,99,50,358,507,0.9507669616519177,0.0492330483480825,Fair,2,73.3,74.6,73.5,9.811934569921748,9.38437830587679
ESG VNM 2021.txt,30,2,12,1,19,1,14,1,7,1,3,0,0,0,3,0,10,0,16,0,0,0,6,0,12,0,0,0,45,3,36,1,102,5,33,2,52,2,40,2,6,1,0,0,5470,62962,85,6,47,0,314,16,91,47,330,468,0.9444444444444444,0.0555555555555555,Excellent,3,95.0,88.0,95.0,20.0,0.0
ESG VNM 2022.txt,22,3,8,1,14,2,10,2,5,2,2,0,0,0,2,1,7,1,11,2,0,0,4,1,8,2,0,0,30,4,24,3,68,7,22,4,35,4,27,4,4,3,0,0,3236,37219,61,10,32,7,210,29,71,39,239,349,0.8937825072046109,0.106217492795389,Poor,1,50.8,53.1,60.4,1.6644528050446046,19.45979224266629
ESG VNM 2023.txt,38,1,15,0,24,0,17,0,9,0,4,0,0,0,4,0,13,0,21,0,0,0,8,0,16,0,0,0,54,2,43,1,123,4,40,2,63,2,48,2,7,1,0,0,6628,76244,107,1,62,0,378,14,108,62,392,562,0.9446619217081852,0.0553380782918149,Excellent,3,95.0,88.0,95.0,20.0,1.0343054165597978
